City,State,Year,Incident,Homicide,VicAge,VicSex,VicRace,OffAge,OffSex,OffRace,Weapon,Relationship,VicCount,OffCount
1.0,-0.00458266210161127,-0.02395278724332521,-0.03324451257671962,0.00537766321493493,0.003025788042488716,-0.0002991930852778051,0.029286428414749176,-0.005926100322049644,-0.00990375488170767,0.009318927719434926,0.012381832359025175,-0.0021947403387649546,0.005399302682913299,0.019346340982995692
-0.00458266210161127,1.0,0.0013110577619941176,-0.042521484459745754,-0.017786844610253153,0.008067840932141489,-0.024351843025591045,-0.01004592328094851,-0.07313019147784829,-0.07977258570584628,-0.03490697406796751,0.02580716489758731,-0.0841417449911137,0.02058931501185437,0.039668652482619644
-0.02395278724332521,0.0013110577619941176,1.0,0.07318004083070437,-0.05766076684586518,-0.017198533078315478,0.02042516515003434,-0.059888483972807,0.05736798174915297,0.06447943449795084,0.004500133442361893,-0.09802510690333342,0.11435696298394134,0.03813131564784371,0.06668792372357343
-0.03324451257671962,-0.042521484459745754,0.07318004083070437,1.0,-0.0005863885758452248,-0.004956837900257855,0.008611574171317651,-0.02324558242753937,0.030058770963171454,0.018141312131170633,-0.009696900980146698,-0.023067801769820383,0.022646425327330928,-0.002124930844007598,0.0034905484831936028
0.00537766321493493,-0.017786844610253153,-0.05766076684586518,-0.0005863885758452248,1.0,0.011631757229753773,0.016624218954918814,-0.05273320156754359,0.07863320522899572,0.08092576254300608,-0.040174602765514864,-0.05445634186525463,0.028731009518588133,0.005692955894763109,0.01411465756733709
0.003025788042488716,0.008067840932141489,-0.017198533078315478,-0.004956837900257855,0.011631757229753773,1.0,0.014083179447508237,0.04074817337192616,0.06758402998230849,0.04815908754401064,0.030934755783552564,0.013054577783259155,0.027162792126609926,0.001873741678540708,-0.015814435647357617
-0.0002991930852778051,-0.024351843025591045,0.02042516515003434,0.008611574171317651,0.016624218954918814,0.014083179447508237,1.0,-0.10788572028126638,0.09939728680352766,0.06836630975254307,-0.04487033866104185,-0.0883368692773693,-0.04196805715531677,-0.08537472322465259,0.06893519987028532
0.029286428414749176,-0.01004592328094851,-0.059888483972807,-0.02324558242753937,-0.05273320156754359,0.04074817337192616,-0.10788572028126638,1.0,-0.09766875187428697,-0.06148075538263557,0.5710517464224357,0.09187822738783723,0.049754148299830006,0.05334415334347726,0.009658751275821772
-0.005926100322049644,-0.07313019147784829,0.05736798174915297,0.030058770963171454,0.07863320522899572,0.06758402998230849,0.09939728680352766,-0.09766875187428697,1.0,0.8160814820754887,0.22249251972568038,-0.09572178042288927,0.2975216163295697,-0.02289951165399022,-0.13358019898642337
-0.00990375488170767,-0.07977258570584628,0.06447943449795084,0.018141312131170633,0.08092576254300608,0.04815908754401064,0.06836630975254307,-0.06148075538263557,0.8160814820754887,1.0,0.24768706012660022,-0.07717300777918423,0.3017787296034976,-0.008087105835487387,-0.1273717435717533
0.009318927719434926,-0.03490697406796751,0.004500133442361893,-0.009696900980146698,-0.040174602765514864,0.030934755783552564,-0.04487033866104185,0.5710517464224357,0.22249251972568038,0.24768706012660022,1.0,0.061079390745764836,0.14261250446150445,0.03466334480707647,-0.0764602185250728
0.012381832359025175,0.02580716489758731,-0.09802510690333342,-0.023067801769820383,-0.05445634186525463,0.013054577783259155,-0.0883368692773693,0.09187822738783723,-0.09572178042288927,-0.07717300777918423,0.061079390745764836,1.0,-0.04385772924590876,-0.010163015703580322,-0.021510042913194145
-0.0021947403387649546,-0.0841417449911137,0.11435696298394134,0.022646425327330928,0.028731009518588133,0.027162792126609926,-0.04196805715531677,0.049754148299830006,0.2975216163295697,0.3017787296034976,0.14261250446150445,-0.04385772924590876,1.0,0.027651562064749367,0.023810893687928995
0.005399302682913299,0.02058931501185437,0.03813131564784371,-0.002124930844007598,0.005692955894763109,0.001873741678540708,-0.08537472322465259,0.05334415334347726,-0.02289951165399022,-0.008087105835487387,0.03466334480707647,-0.010163015703580322,0.027651562064749367,1.0,0.05729664071541315
0.019346340982995692,0.039668652482619644,0.06668792372357343,0.0034905484831936028,0.01411465756733709,-0.015814435647357617,0.06893519987028532,0.009658751275821772,-0.13358019898642337,-0.1273717435717533,-0.0764602185250728,-0.021510042913194145,0.023810893687928995,0.05729664071541315,1.0
